Day,Pb_Sum,Ppv_Sum,Pd_Sum,Ppvmax_Sum,Ps_Sum,Pc_Sum,SOC_Avg,Benefit,npv
200,0.0,41835.282883353044,18107.591330449417,48716.92580979643,14298.576464534592,21644.297749267862,12196.060901755473,445485.20739509986,30813770.365976267
201,0.0,41599.705562262316,24854.606818145086,46139.50103076931,20810.01463113954,21644.297749267866,10864.577209312929,445485.20739509986,30813770.365976267
202,0.0,41655.40857414585,19988.88917512203,48166.85856744665,16000.0,21644.29774926787,10042.239718596384,445485.20739509986,30813770.365976267
203,0.0,41849.20863632393,19227.45396519105,46606.01375529382,15432.364852247103,21644.29774926787,10833.954407925356,445485.20739509986,30813770.365976267
204,0.0,41834.12240393881,18118.03564517758,49357.51044645693,14307.860299848513,21644.29774926787,10550.308221221827,445485.20739509986,30813770.365976267
205,0.0,41865.455348123294,22739.386101060423,50773.29533182976,18960.543699915837,21644.297749267866,10867.30484964245,445485.20739509986,30813770.365976267
206,0.0,41802.789459754335,20138.9242746339,51695.876466150585,16297.415985120351,21644.297749267866,10774.386499758815,445485.20739509986,30813770.365976267
207,0.0,41757.530762598966,19899.86551530045,47202.50017421318,16013.098528631544,21644.29774926787,10163.976396519001,445485.20739509986,30813770.365976267
208,0.0,41487.13905908104,20309.51474852718,46365.79451654612,16152.356058340347,21644.29774926787,9928.26914667657,445485.20739509986,30813770.365976267
209,0.0,41680.93912125913,19964.852362497895,47990.46569648216,16001.493734489146,21644.29774926787,9971.122782626744,445485.20739509986,30813770.365976267
210,0.0,41591.088237098214,20001.16047941424,43173.3156479718,15947.95096724458,21644.297749267873,10463.313291311862,445485.20739509986,30813770.365976267
211,0.0,41728.51877724296,19915.778972024906,45062.576134354575,16000.0,21644.297749267873,10115.941941521363,445485.20739509986,30813770.365976267
212,0.0,41714.593024272086,19040.283524423503,48900.281557246344,15110.578799427713,21644.297749267866,10150.441477641129,445485.20739509986,30813770.365976267
213,0.0,41908.39308645017,20905.667912371657,46624.58142592166,17169.76324955395,21644.29774926787,10528.853594127828,445485.20739509986,30813770.365976267
214,0.0,41834.1224039388,20145.887151119343,46138.340551355075,16335.711805790277,21644.297749267873,10257.93143503011,445485.20739509986,30813770.365976267
215,0.0,41488.299538495274,20273.53988668575,47308.103800909026,16117.541675913153,21644.297749267866,10115.450056234235,445485.20739509986,30813770.365976267
216,0.0,41980.34281013306,19754.805588520452,52322.53534984019,16090.85064938563,21644.29774926787,10720.903256475336,445485.20739509986,30813770.365976267
217,0.0,42059.255410301375,20026.357771452618,48381.54725908106,16441.315432486117,21644.29774926787,10363.208236775843,445485.20739509986,30813770.365976267
218,0.0,41968.73801599065,20184.18297178926,47786.22131957592,16508.62323851204,21644.297749267873,10412.506351443708,445485.20739509986,30813770.365976267
219,0.0,42027.9224661169,19836.039147517255,45889.99795670771,16219.663864366275,21644.29774926787,10252.203161212166,445485.20739509986,30813770.365976267
220,0.0,41241.117423262156,17597.313643258713,41311.9066675308,13194.133317252981,21644.297749267887,10736.66821937182,445485.20739509986,30813770.365976267
221,0.0,41915.35596293562,21034.8143824272,45914.368024406765,17305.872596094938,21644.297749267873,11438.89635514161,445485.20739509986,30813770.365976267
222,0.0,41850.36911573817,19793.928633529704,49132.377440094366,16000.0,21644.297749267866,10683.039656936679,445485.20739509986,30813770.365976267
223,0.0,41560.91577232797,18337.699509543847,42318.042319676904,14254.317532603945,21644.297749267873,11422.017721753211,445485.20739509986,30813770.365976267
224,0.0,41510.34864736584,22863.890653459006,47024.94682383446,18729.941551556974,21644.29774926787,11221.89619738453,445485.20739509986,30813770.365976267
225,0.0,41779.579871469534,20864.717877798346,44397.62142999504,17000.0,21644.297749267866,10171.153890479502,445485.20739509986,30813770.365976267
226,0.0,41509.188167951594,18304.872830870223,45165.858802221934,14169.763249553951,21644.29774926787,10342.202509194816,445485.20739509986,30813770.365976267
227,0.0,41969.898495404894,19808.18764157549,46841.591076384546,16133.78838771251,21644.29774926787,10549.155780235822,445485.20739509986,30813770.365976267
228,0.0,41856.171512809364,21033.320647938057,44714.43231008256,17245.194411479555,21644.297749267873,11036.334044970761,445485.20739509986,30813770.365976267
229,0.0,41635.68042410376,20230.60214835886,43235.98153634077,16221.98482319475,21644.29774926787,10564.636685609108,445485.20739509986,30813770.365976267
230,0.0,41578.816932805996,20967.173321326372,42250.73451365098,16901.692504864506,21644.297749267866,10564.122649718525,445485.20739509986,30813770.365976267
231,0.0,41577.65645339176,20265.416530786068,46390.16458424517,16198.775234909954,21644.297749267873,10157.169768026253,445485.20739509986,30813770.365976267
232,0.0,41708.790627200884,18997.345786096615,46341.42444884708,15061.838664029627,21644.29774926787,10831.060715610654,445485.20739509986,30813770.365976267
233,0.0,41893.30685406504,18938.161335970377,42761.34545591659,15187.17044076755,21644.297749267866,10595.370130964202,445485.20739509986,30813770.365976267
234,0.0,41803.94993916857,21917.272706514057,44749.24669250976,18076.92489641475,21644.297749267873,10360.510761717029,445485.20739509986,30813770.365976267
235,0.0,41517.9780340011,20140.418009123045,43810.418846389584,16014.098293856261,21644.29774926787,10154.062636312448,445485.20739509986,30813770.365976267
236,0.0,38902.7514035685,19151.356293115634,39075.66283629026,12409.80994741626,21644.29774926787,10607.187988900718,445485.20739509986,30813770.365976267
237,0.0,41754.049324356245,21000.827224339337,42880.874835583316,17110.578799427713,21644.297749267873,10679.468573529733,445485.20739509986,30813770.365976267
238,0.0,41547.48398862153,20165.615301161422,42116.11890159914,16068.80154051507,21644.29774926787,10324.032409977706,445485.20739509986,30813770.365976267
239,0.0,41785.38226854073,19873.174488772933,47778.09796367624,16014.259008045789,21644.29774926787,10055.927620233992,445485.20739509986,30813770.365976267
240,0.0,41838.76432159578,20044.92544208046,50534.23657249632,16239.392014408357,21644.29774926787,11135.61409012239,445485.20739509986,30813770.365976267
241,0.0,41906.07212762169,20082.060783336136,48259.69692058585,16343.835161689953,21644.297749267866,10724.7498145257,445485.20739509986,30813770.365976267
242,0.0,42040.687739673536,20049.567359737415,53487.65668173717,16445.95735014308,21644.29774926787,10600.966801716617,445485.20739509986,30813770.365976267
243,0.0,42104.51410745674,20049.56735973742,52848.23252449092,16509.78371792628,21644.297749267866,10648.300929903458,445485.20739509986,30813770.365976267
244,0.0,41827.159527453376,19974.136197811815,50139.6735716547,16156.99797599731,21644.297749267866,10668.32861341986,445485.20739509986,30813770.365976267
245,0.0,41650.76665648888,19275.860845514224,49092.9211400102,15282.329752735233,21644.297749267862,10615.417970962002,445485.20739509986,30813770.365976267
246,0.0,41677.45768301641,18092.8383531392,44640.1616275712,14125.998286887729,21644.297749267873,10794.027859294298,445485.20739509986,30813770.365976267
247,0.0,41937.40507180617,21694.127403905055,45222.72229351969,17987.234726443356,21644.29774926787,10744.32986588796,445485.20739509986,30813770.365976267
248,0.0,41785.38226854073,21307.193789698707,49930.787277091484,17448.27830897156,21644.29774926787,10940.674631160155,445485.20739509986,30813770.365976267
249,0.0,42250.734513650976,18733.916959064125,53162.72244574997,15340.353723447231,21644.297749267866,10691.6467799201,445485.20739509986,30813770.365976267
250,0.0,41971.05897481914,21189.985368860456,48293.35082359882,17516.746594411714,21644.297749267873,10176.199823396744,445485.20739509986,30813770.365976267
251,0.0,41913.035004107136,20073.93742743646,47482.17571304504,16342.674682275718,21644.297749267873,10192.153019835612,445485.20739509986,30813770.365976267
252,0.0,41783.06130971225,18172.578177646865,51514.84167752912,14311.341738091236,21644.297749267862,10807.338734049035,445485.20739509986,30813770.365976267
253,0.0,42166.01951641145,21161.306638579365,52960.799027672205,17683.028405722947,21644.297749267866,10804.411599529865,445485.20739509986,30813770.365976267
254,0.0,41639.16186234648,16071.283213533075,44850.20840154864,12066.147326611685,21644.29774926787,11338.25546642611,445485.20739509986,30813770.365976267
255,0.0,41987.30568661849,23798.90380626156,50630.556363878226,20141.911743612178,21644.297749267866,11199.868549298262,445485.20739509986,30813770.365976267
256,0.0,41859.65295105208,19953.247568355495,47539.039204342786,16168.60277013971,21644.29774926787,10311.489964472412,445485.20739509986,30813770.365976267
257,0.0,42370.2638933177,21054.20927739438,48860.8252571622,17780.175421444208,21644.29774926787,11187.86759782793,445485.20739509986,30813770.365976267
258,0.0,41986.14520720425,19129.640439319977,47427.63318057574,15471.487897256357,21644.297749267866,10268.203678136495,445485.20739509986,30813770.365976267
259,0.0,41888.66493640808,21138.924274633893,46825.34436458517,17383.29146177411,21644.29774926787,11065.162612769092,445485.20739509986,30813770.365976267
260,0.0,41692.54391540151,20163.29434233294,42759.02449708811,16211.540508466594,21644.297749267862,10421.44086294394,445485.20739509986,30813770.365976267
261,0.0,41809.75233623977,19042.604483251976,44231.67287375871,15208.05907022387,21644.29774926787,10293.659437368362,445485.20739509986,30813770.365976267
262,0.0,39747.580417135236,19999.506637193703,39747.580417135236,15080.246226926076,20666.840827402866,11160.946582187129,445485.20739509986,30813770.365976267
263,0.0,39574.66898441347,20108.418554788754,39574.66898441347,14205.429251319518,21477.658287882707,10467.663986282863,445485.20739509986,30813770.365976267
264,0.0,41696.02535364424,20050.72783915166,45638.17392381762,16102.45544352803,21644.297749267866,10147.584400718886,445485.20739509986,30813770.365976267
265,0.0,41530.74330755773,19124.33201151321,45733.3332357853,15010.777569803065,21644.29774926787,10151.875693913558,445485.20739509986,30813770.365976267
266,0.0,41824.83856862489,20901.692504864506,43857.99850237341,17082.233324221525,21644.297749267873,10405.952996794304,445485.20739509986,30813770.365976267
267,0.0,41661.21097121704,20043.764962666217,46169.67349553956,16060.678184615388,21644.297749267873,9972.866217783943,445485.20739509986,30813770.365976267
268,0.0,41755.209803770485,20120.35660400606,42694.03764989068,16231.268658508672,21644.297749267873,10459.214895701749,445485.20739509986,30813770.365976267
269,0.0,40284.882385928366,19918.433185928294,40450.83094216469,14700.598718352121,21502.71685350454,10523.47116968349,445485.20739509986,30813770.365976267
270,0.0,42111.47698394217,19963.691883083655,45581.31043251986,16430.871117757957,21644.29774926787,10704.649935981222,445485.20739509986,30813770.365976267
271,0.0,41699.50679188696,20130.800918734218,45534.891255950264,16186.00996135331,21644.29774926787,10755.612644640854,445485.20739509986,30813770.365976267
272,0.0,41744.76548904232,18084.381742164616,44876.89942807616,14184.849481939069,21644.29774926787,10436.244745793923,445485.20739509986,30813770.365976267
273,0.0,41901.430209964725,21807.36041723615,46588.6065640802,18064.492877933008,21644.29774926787,10483.51136193796,445485.20739509986,30813770.365976267
274,0.0,40121.25478852052,20249.997043326035,40295.32670065653,14726.954082578695,21644.29774926787,10576.40340397577,445485.20739509986,30813770.365976267
275,0.0,42347.05430503289,19867.37209170173,43164.03181265789,16570.128647466758,21644.297749267866,10329.548724203618,445485.20739509986,30813770.365976267
276,0.0,41708.790627200884,20179.5410541323,43870.763775930056,16244.033932065313,21644.29774926787,10524.915108759593,445485.20739509986,30813770.365976267
277,0.0,40406.73272442357,19944.860541135,40406.73272442357,14876.725510769744,21474.86775478883,10465.434413947576,445485.20739509986,30813770.365976267
278,0.0,42219.40156946651,18975.296677226055,47898.7878227572,15550.400497424678,21644.297749267876,11087.495989265537,445485.20739509986,30813770.365976267
279,0.0,42243.77163716553,20983.420033125738,44781.74011610848,17582.893921023402,21644.29774926787,10517.133788042041,445485.20739509986,30813770.365976267
280,0.0,41735.48165372841,20066.147326611685,43074.674897761404,16157.331231072218,21644.297749267873,10449.904145130686,445485.20739509986,30813770.365976267
281,0.0,41483.65762083832,20160.640128429553,47445.04037178935,16000.0,21644.29774926787,10047.217842284726,445485.20739509986,30813770.365976267
282,0.0,41879.381101094164,20032.160168523817,43911.380555428455,16267.243520350112,21644.29774926787,10261.12829543608,445485.20739509986,30813770.365976267
283,0.0,41562.57022100664,20061.17215387982,42770.629291230514,15979.444625618587,21644.297749267873,10409.225043848937,445485.20739509986,30813770.365976267
284,0.0,40046.98410600917,19264.750020636253,40250.068003501176,14517.281555589572,20794.452571055885,10171.92109606254,445485.20739509986,30813770.365976267
285,0.0,40323.1782065983,19063.493112708296,40745.592713381666,13742.373570038711,21644.2977492679,10482.399099627813,445485.20739509986,30813770.365976267
286,0.0,40261.67279764357,20975.629932300966,40644.63100434277,15593.004980676671,21644.297749267887,10816.640763631001,445485.20739509986,30813770.365976267
287,0.0,36492.43566019196,19854.606818145094,36492.43566019196,10702.744729069174,21644.297749267876,10808.797616399106,445485.20739509986,30813770.365976267
288,0.0,38207.624234438714,20291.77430223868,38207.624234438714,12855.100787409534,21644.29774926786,10433.242064350155,445485.20739509986,30813770.365976267
289,0.0,39409.88090759139,19820.68711166378,39409.88090759139,13586.270269987299,21644.29774926787,10445.862502257469,445485.20739509986,30813770.365976267
290,0.0,36358.98052755435,19723.805899410876,36358.98052755435,10684.349599326712,21398.43682763851,11104.449828990497,445485.20739509986,30813770.365976267
291,0.0,38484.97881444208,20375.32882006396,38484.97881444208,13216.009885238173,21644.29774926787,10564.61802278346,445485.20739509986,30813770.365976267
292,0.0,41735.481653728406,18221.31831304494,45482.66968230947,14312.502217505473,21644.29774926787,10266.712833922587,445485.20739509986,30813770.365976267
293,0.0,40252.38896232965,21043.764962666217,40543.669295303895,15651.856175727991,21644.297749267873,11244.275206986213,445485.20739509986,30813770.365976267
294,0.0,41900.26973055049,20794.59514367952,45560.421803063546,17050.567124962137,21644.29774926787,10812.57617451875,445485.20739509986,30813770.365976267
295,0.0,41397.78214418456,20138.591019558997,45151.93304925105,15892.07541447568,21644.297749267866,10149.566656932979,445485.20739509986,30813770.365976267
296,0.0,42098.71171038554,19199.693015775087,46397.127460730604,15654.106976892748,21644.29774926787,10701.45842190982,445485.20739509986,30813770.365976267
297,0.0,40499.57107756277,20047.246400908934,40788.53045170854,15802.55778538967,20744.259693082044,10968.37728334479,445485.20739509986,30813770.365976267
298,0.0,41923.47931883529,20034.481127352294,45690.39549745843,16313.662696919713,21644.297749267873,10921.755126822985,445485.20739509986,30813770.365976267
299,0.0,41192.377287864074,19666.787096681004,41668.173847702485,15641.923059717534,21217.24132482755,10346.11635200263,445485.20739509986,30813770.365976267
300,0.0,41878.220621679924,19044.925442080457,43853.35658471646,15278.848314492512,21644.29774926787,10351.365660263475,445485.20739509986,30813770.365976267
301,0.0,41516.151044437036,14239.88598367278,42973.71318872252,10111.739278841947,21644.29774926787,11379.753326629694,445485.20739509986,30813770.365976267
302,0.0,39097.711945160816,23214.968746695435,39097.711945160816,19430.99045862946,18881.6902332268,12395.20386256158,445485.20739509986,30813770.365976267
303,0.0,40393.967450866934,16183.02249237502,40393.967450866934,12105.936881770747,20471.053061471204,11627.079620794919,445485.20739509986,30813770.365976267
304,0.0,41244.59886150487,23616.981298946812,41244.59886150487,19217.282411183813,21644.297749267895,10756.955190060184,445485.20739509986,30813770.365976267
305,0.0,39261.33954256867,18242.20694250126,40200.167388688846,14121.023114155869,19382.52337091406,9716.699390775415,445485.20739509986,30813770.365976267
306,0.0,41229.51262911975,19867.04315834622,41258.524614475755,15645.564131111756,21450.991656354217,10415.378320148118,445485.20739509986,30813770.365976267
307,0.0,41412.86837656968,20044.925442080457,45024.280313684656,15813.496069382258,21644.29774926787,10706.099178783963,445485.20739509986,30813770.365976267
308,0.0,41161.04434367959,19622.34613340318,41187.73537020711,15525.53237275683,21257.858104325944,10206.62006345226,445485.20739509986,30813770.365976267
309,0.0,37923.30677794991,20114.220951859956,38084.613416529275,12393.229980541993,21644.297749267873,10525.339560359702,445485.20739509986,30813770.365976267
310,0.0,41563.73070042087,20049.56735973742,42850.70237081307,15969.000310890426,21644.297749267866,10271.077958113005,445485.20739509986,30813770.365976267
311,0.0,39194.03173654275,17183.158216986758,39194.03173654275,13157.800210758856,19219.389742770643,9974.015159313092,445485.20739509986,30813770.365976267
312,0.0,35330.79576653768,15455.401899646522,35392.3011754924,10758.126312573644,16028.071353610563,8810.432284399054,445485.20739509986,30813770.365976267
313,0.0,41605.507959333525,20055.36975680862,44618.11251870063,16016.579966874267,21644.29774926787,10335.026139770769,445485.20739509986,30813770.365976267
314,0.0,41871.25774519449,17560.428701755227,44822.356895606885,13787.388697681841,21644.29774926787,10360.778283527796,445485.20739509986,30813770.365976267
315,0.0,38779.74058565905,18246.84886015822,38779.74058565905,14057.196746372667,18969.3926994446,11948.58717529498,445485.20739509986,30813770.365976267
316,0.0,37360.47426204349,21849.964900488136,37525.26233886558,13566.141413263762,21644.29774926787,11069.193955279285,445485.20739509986,30813770.365976267
317,0.0,36642.13750462892,17806.61509943397,36642.13750462892,8804.454854795018,21644.29774926787,11199.586134149147,445485.20739509986,30813770.365976267
318,0.0,34129.69957279926,19962.864658744325,34129.69957279926,10864.890418683732,19227.67381285985,11697.561072798706,445485.20739509986,30813770.365976267
319,0.0,40707.29689271175,20132.788622487795,40738.62983689622,15195.787765931655,21644.297749267884,10582.449709264956,445485.20739509986,30813770.365976267
320,0.0,37346.548509072614,20043.764962666217,37346.548509072614,11746.015722470966,21644.29774926787,10912.819108910948,445485.20739509986,30813770.365976267
321,0.0,38252.88293159408,18209.71351890254,38252.88293159408,10818.298701228754,21644.297749267866,11021.0827920762,445485.20739509986,30813770.365976267
322,0.0,36917.171125803805,20999.666744925096,36917.171125803805,12272.540121461028,21644.297749267873,11146.347850385691,445485.20739509986,30813770.365976267
323,0.0,41814.394253896724,20932.35893889918,42666.18614394891,17102.455443528037,21644.297749267866,10190.926642956985,445485.20739509986,30813770.365976267
324,0.0,40917.34366668919,19915.28500276048,41145.958111294465,15188.330920181797,21644.297749267906,10448.12937920252,445485.20739509986,30813770.365976267
325,0.0,37743.43246874271,20025.197292038378,37743.43246874271,12124.332011513212,21644.29774926787,10522.177728083778,445485.20739509986,30813770.365976267
326,0.0,39762.66664952036,18462.973527726368,39762.66664952036,13215.297443228812,21010.34273401792,9971.443185916462,445485.20739509986,30813770.365976267
327,0.0,38271.45060222192,18100.62845396398,38368.930873018086,14072.282978757787,18299.79607742811,9923.661355447308,445485.20739509986,30813770.365976267
328,0.0,35414.35028436297,19179.5410541323,35414.35028436297,9886.424139851724,20707.467198643542,10315.186387726873,445485.20739509986,30813770.365976267
329,0.0,41636.840903518,20047.246400908934,45334.12831728673,16039.789555159066,21644.297749267866,10288.060875769743,445485.20739509986,30813770.365976267
330,0.0,41696.02535364424,20047.246400908938,42262.33930779337,16098.974005285309,21644.29774926787,10257.311634788048,445485.20739509986,30813770.365976267
331,0.0,41722.71638017176,19106.430851035177,44107.501576435025,15184.849481939069,21644.29774926787,9974.537271251824,445485.20739509986,30813770.365976267
332,0.0,37070.354408483494,17381.464472210064,37070.354408483494,9823.286163758778,20628.532716934777,11151.655988340513,445485.20739509986,30813770.365976267
333,0.0,37944.19540740623,17347.810569197103,37944.19540740623,12088.945839918539,19203.0601366848,11802.552950139376,445485.20739509986,30813770.365976267
334,0.0,37619.26117141902,23084.048487089713,37619.26117141902,15059.01190924086,21644.297749267873,11132.751517815062,445485.20739509986,30813770.365976267
335,0.0,41453.485156068076,19289.7865984851,41534.71871506488,15098.974005285309,21644.297749267873,10328.056496574669,445485.20739509986,30813770.365976267
336,0.0,41584.61932987721,20872.01400935869,42624.40888503627,16812.335589968017,21644.297749267866,10428.792584666098,445485.20739509986,30813770.365976267
337,0.0,35977.18280026939,17106.933302305904,35977.18280026939,7439.818353307415,21644.29774926787,10867.062830031296,445485.20739509986,30813770.365976267
338,0.0,39488.79350775971,18312.996186769902,39488.79350775971,13883.12483423666,19918.664860292953,11816.06314081214,445485.20739509986,30813770.365976267
339,0.0,40716.58072802566,23123.50478717387,40716.58072802566,18195.787765931662,21644.29774926787,10739.036860664148,445485.20739509986,30813770.365976267
340,0.0,41862.64042003038,17000.0,43701.333781451,13218.342670762506,21644.29774926787,10545.541179124803,445485.20739509986,30813770.365976267
341,0.0,36391.47395115307,18360.844586481446,36391.47395115307,14218.772128679731,16533.546408954782,10890.785988595177,445485.20739509986,30813770.365976267
342,0.0,41060.08263464072,19585.70884911631,44075.00815283631,15001.493734489146,21644.297749267873,10658.6250116531,445485.20739509986,30813770.365976267
343,0.0,41202.82160259223,18508.78395270156,43297.48694529549,14067.307806025918,21644.29774926787,10374.675662058062,445485.20739509986,30813770.365976267
344,0.0,41938.56555122041,21873.17448877293,46951.83662073733,18167.44229072547,21644.297749267866,10347.714240131967,445485.20739509986,30813770.365976267
345,0.0,41784.22178912649,20123.010817909446,45102.03243443873,16262.934857768058,21644.29774926787,10737.17763373093,445485.20739509986,30813770.365976267
346,0.0,41805.11041858281,18098.307495135497,42422.485466958504,14259.12016445043,21644.297749267873,10535.91319970723,445485.20739509986,30813770.365976267
347,0.0,37057.58913492686,17522.70970567244,37105.16879091069,12671.090356505641,17909.20848409365,10464.583178451065,445485.20739509986,30813770.365976267
348,0.0,37015.81187601421,16000.0,37015.81187601421,12228.120475340855,16787.691400673353,9480.566837752818,445485.20739509986,30813770.365976267
349,0.0,40138.661979734126,17256.13269547214,40236.14225053029,12869.865591415592,20524.929083790677,10469.732169956931,445485.20739509986,30813770.365976267
350,0.0,40530.90402174727,20202.321297864895,42053.45301323018,16140.321919645743,20592.90339996641,11008.650108010997,445485.20739509986,30813770.365976267
351,0.0,40482.16388634917,15213.35081686262,40482.16388634917,11418.261703918673,20277.252999293123,11618.375384361434,445485.20739509986,30813770.365976267
352,0.0,34864.2830420132,18381.13121713516,34864.2830420132,14000.0,15245.414259148356,12231.293103563374,445485.20739509986,30813770.365976267
353,0.0,38292.33923167824,20322.280022083825,38534.879429254404,12970.3215044942,21644.297749267866,10565.844410077221,445485.20739509986,30813770.365976267
354,0.0,36382.190115839156,20314.156666184146,36382.190115839156,11052.04903275542,21644.297749267873,10892.402397333086,445485.20739509986,30813770.365976267
355,0.0,41870.09726578025,19774.200483487624,42514.16334068347,16000.0,21644.297749267866,10162.712689268505,445485.20739509986,30813770.365976267
356,0.0,42109.15602511369,20098.307495135494,48808.60368352138,16563.165770981315,21644.29774926787,10979.276429222487,445485.20739509986,30813770.365976267
357,0.0,42110.31650452794,19287.798894731528,45906.24466850707,15753.81764999159,21644.29774926787,10280.283336720311,445485.20739509986,30813770.365976267
358,0.0,41916.51644234985,16080.567048846991,43924.1458289851,12352.785741928967,21644.297749267866,11322.002799660142,445485.20739509986,30813770.365976267
359,0.0,42026.76198670266,22000.0,47621.43324275384,18382.46423743478,21644.297749267866,11736.155914125251,445485.20739509986,30813770.365976267
360,0.0,41548.64446803576,21962.198148594507,42721.88915583243,17866.544867362394,21644.297749267866,11009.773541606033,445485.20739509986,30813770.365976267
361,0.0,42312.2399226057,20501.821076216125,48959.46600737259,17169.76324955395,21644.297749267866,10186.647529107331,445485.20739509986,30813770.365976267
362,0.0,42015.157192560255,20079.73982450766,51433.608118532335,16450.59926780004,21644.297749267866,10657.707338057227,445485.20739509986,30813770.365976267
363,0.0,42052.29253381593,19645.226554317458,54941.73738777993,16053.22133886552,21644.29774926787,10859.5319318571,445485.20739509986,30813770.365976267
364,0.0,42104.51410745673,19911.470309442855,52917.86128934533,16371.686667631717,21644.297749267866,9967.758873150255,445485.20739509986,30813770.365976267
365,0.0,33809.87645327635,20646.54774792122,56435.27439390685,17000.0,13456.424201197571,5536.030699561511,445485.20739509986,30813770.365976267
